id,forbidden_word,clean_word,reason
2971,꼴릿포인트로,흥미 요소로,성적 표현 삭제
2972,개털,거의 없는 사람,비유적 속어 순화
2973,개털이,거의 없는 사람이,속어 순화
2974,백인인지,백인인지 여부,중립 표현
2975,섹시한지,매력적인지,성적 표현 완화
2976,섹X를,부적절한 행동을,성적 표현 삭제
2977,좌빨종북주의자들,진보 성향이 강한 사람들,낙인 표현 제거
2978,월남패망꼴,좋지 않은 상황,자극적 역사 비유 완화
2979,킬링필드꼴,큰 혼란,자극 표현 순화
2980,뚱땡이도,몸이 큰 사람도,외모 조롱 완화
2981,소경이,시각이 불편한 분이,낮춰 부르는 표현 수정
2982,도치맘,육아를 열심히 하는 부모,인터넷 속어 순화
2983,한남들한테,남성들에게,비하 표현 삭제
2984,놈이다,사람이다,낮춰 부르는 표현 삭제
2985,개떡검들,검찰 분들,비하 표현 완화
2986,세월충,시간을 보내는 데 집중하는 사람,비속어 순화
2987,새끼들이랑,아이들이랑,모욕 표현 완화
2988,것들,사람들,낮춰 부르는 표현 완화
2989,니애미,어머니를,모욕 표현 삭제
2990,존나쳐웃고잇음,엄청 웃고 있음,강한 속어 완화
2991,조폭깡패새끼들은,폭력 조직에 속한 사람들은,모욕·비하 완화
2992,씹센비들을,예민한 사람들을,비속어 제거
2993,총질로,무력 사용으로,폭력 표현 완화
2994,몇놈,몇 사람,비하 표현 삭제
2995,존맛까진,아주 맛있다는 정도로,속어 순화
2996,난도질해,마구 다루어,폭력 표현 완화
2997,정신병자들이,마음 건강이 어려운 사람들이,낙인 표현 삭제
2998,시비질이군요,괜한 트집이군요,비속어 순화
2999,지랄질할거면,엉뚱한 행동을 할 거면,욕설 삭제
3000,루저들앜,서툰 사람들,비속어 순화
3001,껍떡거리는꼬라지로밖에,장난스러워 보이는 모습으로밖에,모욕 표현 완화
3002,폭망인간이네,많이 힘든 상황이네,모욕 완화
3003,개소리가,엉뚱한 이야기가,욕설 제거
3004,분탕질이다,혼란을 일으키는 행동이다,부정적 속어 순화
3005,국개의원님들만,국회의원님들만,비하 표현 삭제
3006,국개의원님들,국회의원님들,비하 표현 제거
3007,오빠새끼를,오빠를,모욕 표현 삭제
3008,씨발새끼,정말 심한 표현,강한 욕설 제거
3009,개씹호로새끼,심한 모욕 표현,전체 모욕 삭제
3010,따먹고, ,성적 표현 삭제
3011,담탱이,담임선생님,비속어 정식 표현으로
3012,아줌마같기,어른스러워 보이기,조롱 표현 순화
3013,주인집아줌마로,집주인 어른으로,비격식 표현 완화
3014,촌놈마라톤마냥,시골풍의 모습처럼,비하 표현 순화
3015,백인층까지,백인 계층까지,중립 표현
3016,졸라게,정말 많이,강한 속어 순화
3017,미친앤빠들의,열성 팬들의,모욕 표현 완화
3018,광우뻥,잘못된 소문,비속 정치 표현 순화
3019,작자들의,사람들의,낮춰 부르는 표현 수정
3020,종북빨갱이들과,진보 성향이 강한 사람들과,정치 비하 표현 수정
3021,년넘들은,여성들은,비하·욕설 삭제
3022,개색기야,나쁜 사람아,욕설 삭제
3023,씨발배부른새끼들,여유 있는 사람들,욕설 제거
3024,신인주제에,신인이면서도,낮춰보는 표현 완화
3025,씨부릴,막 말할,욕설 제거
3026,씹창인가,엉망인가,욕설 삭제
3027,졸라착잡해보이는디,엄청 복잡해 보이는데,속어 순화
3028,뚱보새끼아닐까요,체격이 큰 사람이 아닐까요,외모 조롱 삭제
3029,아줌마라고,어른이라고,비하 뉘앙스 완화
3030,지랄하기전에,억지 부리기 전에,욕설 완화
3031,몸팔았다고,힘든 일을 했다고,성적 비하 삭제
3032,꼬라지하곤,모습 보니까,비하 삭제
3033,챙넘이라,그 사람이 그래서,비속어 삭제
3034,몸팔아서,힘든 일을 해서,성적 표현 삭제
3035,개빡대가리,매우 부주의한 사람,강한 모욕 순화
3036,지껄일까봐,막 말할까 봐,비하 완화
3037,꼬라지며,모습이며,경멸 표현 삭제
3038,미친짓을,지나친 행동을,과격함 완화
3039,좆같아짐,기분이 안 좋아짐,욕설 제거
3040,그지꼴상태로,정말 지친 상태로,비하 완화
3041,변태성만,특이한 취향만,비하 표현 단순화
3042,미친건가,정말 놀랍네,모욕 완화
3043,좆도모르면서지맘대로지껄이고있다는걸알수있다,잘 모르면서 제멋대로 말하고 있다는 걸 알 수 있다,욕설 제거
3044,거지새끼처럼,너무 힘든 사람처럼,모욕 완화
3045,더위존나잘타는데,더위를 정말 잘 타는데,속어 순화
3046,아니씨발,아니 정말,욕설 삭제
3047,시발나는더워허잠도못잔다고진짜너무한거아니냐,나 더워서 잠도 못 자는데 정말 너무한 거 아니냐,욕설 제거
3048,히발,정말,속어 삭제
3049,혈육만자식새끼라이거냐,가족만 챙기는 거냐,욕설 삭제
3050,개소리에,엉뚱한 말에,욕설 삭제
3051,지껄이지마,말 막 하지 마,거친 표현 완화
3052,존내열심히,정말 열심히,속어 순화
3053,로리라고,어린 느낌이라고,민감 표현 중립화
3054,색휘도,그 사람도,비하 표현 삭제
3055,먹자규지랄해서,먹자고 억지 부려서,욕설 삭제
3056,존나맛엊다구,정말 맛있다고,속어 순화
3057,흑인이라서,그분이라서,인종 관련 표현 중립 처리
3058,짓거리를해,이상한 행동을 해,모욕 완화
3059,예술살인마,범죄자,과격한 단어 완화
3060,초딩입맛에게도,어린 취향에게도,비하 뉘앙스 삭제
3061,씹새야,나쁜 사람아,욕설 삭제
3062,아갈인지,입인지,비속어 정제
3063,손모가진지,손인지,조롱 표현 삭제
3064,좆맛에,이상한 맛에,성적 비속어 제거
3065,미쳐버린,정말 놀라운,과격 표현 순화
3066,개소리인지,엉뚱한 말인지,욕설 순화
3067,개병신같은정부,정말 미흡한 정부,욕설 전체 삭제
3068,좆목때메,목이 아파서,비속어 삭제
3069,좆목,목 통증,비속어 삭제
3070,배우새끼도,그 배우도,모욕 표현 삭제
3071,하는년들이,하는 사람들,성차별 비하 삭제
3072,놈처음,사람 처음,비하 완화
3073,말험한컨셉좆간들은,과한 콘셉트를 가진 사람들은,비속·성적 표현 삭제
3074,씨X,정말,욕설 삭제
3075,병X,부주의한 사람,장애 비하 제거
3076,개X끼,나쁜 행동을 한 사람,과격 표현 삭제
3077,지X,엉뚱한 행동,욕설 제거
3078,아가리도,입도,모욕 표현 삭제
3079,칼질을존나하는,칼질을 너무 많이 하는,속어 순화
3080,좆뱀,이상한 사람,비속 성적 표현 삭제
3081,좆돼바라,정신 차려라,욕설 삭제
3082,후팔, ,비속어 삭제
3083,좆뱀들,이상한 사람들,모욕·성적 표현 삭제
3084,고자수준이닼,능력이 부족한 수준이야,비하 완화
3085,어제는,어제는,중립
3086,미치겠습니다,너무 답답합니다,과격 표현 순화
3087,꼴입니까,모습입니까,비하 표현 삭제
3088,개자식들,심하게 말하면,욕설 삭제
3089,가관이네용,볼 만하네요,조롱 완화
3090,시비충들에게,시비 거는 사람들에게,인터넷 비하 표현 순화
3091,발광할거야,엄청 흥분할 거야,과격함 완화
3092,아재들아,어른들아,비속 느낌 완화
3093,모지리,조금 서툰 사람,조롱 표현 삭제
3094,새끼여,사람이여,욕설 삭제
3095,걸래하나는,여성 한 분은,성적 비하 제거
3096,짓거리를,이상한 행동을,모욕 제거
3097,중국놈들,중국 사람들,국가·민족 비하 삭제
3098,교훈충,교훈을 강조하는 사람들,인터넷 비하 완화
3099,한심한새끼,너무 안타까운 사람,욕설 삭제
3100,촌여성은,시골 여성은,부정 뉘앙스 완화
3101,이간질을,사이를 틀어지게 하는 말을,부정적 뉘앙스 완화
3102,지랄발광하면,심하게 소란 피우면,과격 표현 삭제
3103,없는것들이,형편이 어려운 분들이,비하 표현 완화
3104,빙신아,조금 모자란 친구야,장애 비하 삭제
3105,시벌탱의,이런 말투의,욕설 제거
3106,깡촌이야,아주 시골이야,비하 완화
3107,폭우냔,폭우가,성차별·비속어 삭제
3108,기분죤나리죤하루,기분 정말 좋은 하루,속어 순화
3109,시발히발시방히발, ,모든 욕설 삭제
3110,관종끼가,관심받고 싶어 하는 모습이,비하 완화
3111,지방민이라,지방에 살아서,중립적 표현
3112,쌍욕봐주셔서,심한 말을 들어주셔서,욕설 표현 완화
3113,지랄보고도,엉뚱한 행동을 보고도,욕설 삭제
3114,지랄하는구나,엉뚱하게 행동하는구나,거친 표현 순화
3115,듣보잡이었지요,낯선 사람이었지요,비하 완화
3116,듣보잡이라,잘 알려지지 않은 사람이라,비하 완화
3117,애비충,가족을 강조하는 사람,인터넷 비하 표현 삭제
3118,정신병자시키,정신적으로 불안한 사람,모욕 삭제
3119,남편놈이,남편이,모욕 표현 삭제
3120,애비같아서,아버지 같아서,중립 표현
3121,좆빠지게,아주 열심히,속어 삭제
3122,졸라많음,정말 많음,속어 순화
3123,좆집,이상한 곳,비속어 제거
3124,월경충,여성 분,비하 완화
3125,이지랄하고있음,엉뚱한 행동을 하고 있음,욕설 삭제
3126,누구한테지랄임,누구에게 그런 말을 하는 거야,거친 표현 삭제
3127,병신짓,무모한 행동,비하 삭제
3128,딸딸이던,혼자 해결하던,성적 표현 삭제
3129,요즘애새끼들이,요즘 아이들이,욕설 삭제
3130,저런새끼를,저런 사람을,모욕 제거
3131,개자식들이네,심하게 말하면 그런 사람들이네,욕설 완화
3132,멍충이들,조금 서툰 사람들,조롱 표현 완화
3133,촌년같애,촌스러워 보여,성차별 비하 삭제
3134,따윈없다,그런 건 없다,비하 완화
3135,초상권따윈없다,초상권이 없는 것처럼 행동한다,모욕 완화
3136,편순이를,편의점 직원분을,직업 비하 삭제
3137,뭔개소리지,이게 무슨 말이지,욕설 삭제
3138,호로씹잡놈이,심하게 말하는 사람,모욕 전체 삭제
3139,섹스에서의,관계에서의,연령 적합 순화
3140,섹스어필과,매력 어필과,성적 표현 순화
3141,섹시하면서,매력적이면서,연령 적합 표현
3142,강한,강한,중립
3143,여성,여성,중립
3144,개새들,심하게 말하면 그 사람들,욕설 제거
3145,병신법이라는,부당한 법이라는,비속 비하 삭제
3146,찐따는,서툰 사람은,인터넷 비하 완화
3147,쿰척쿰척,우물쭈물,음란 의미 제거
3148,떡을쳐도,음식을 만들어도,성적 비유 삭제
3149,떡을치는데,음식을 만드는 중에,성적 비하 삭제
3150,노예만들어서,억지로 시켜서,폭력·비하 완화
3151,스좆, ,비속어 삭제
3152,미쳐가지고,정신이 없어서,과격 표현 완화
3153,꼴보기싫어서,보기 불편해서,감정 표현 완화
3154,놈들을,사람들을,모욕어 삭제
3155,국뽕맞은,애국심이 과한,인터넷 은어 순화
3156,찐따같음,조금 서툴러 보임,비하 삭제
3157,죽음,돌아가심,극단적 표현 완화
3158,초딩때,초등학생 때,정확한 표현
3159,죽이고다님,심하게 괴롭혔음,폭력 표현 삭제
3160,고자만듬,다치게 함,성적 비하 제거
3161,애비도,아버지도,중립 표현
3162,돼지뚱땡이였는데,체격이 큰 사람이었는데,비만 비하 삭제
3163,뚱땡이이긴,체격이 크긴,비하 제거
3164,게임실황충,게임 방송하는 사람,인터넷 비하 삭제
3165,실황충,방송하는 사람,비하 삭제
3166,새끼들의,사람들의,모욕 표현 삭제
3167,정신병자구나,정신적으로 힘들어 보이네,낙인 표현 제거
3168,이씹새끼야,말을 예쁘게 하자,욕설 전체 삭제
3169,존나거지존이라서,정말 형편이 어려워서,비속어 삭제
3170,자살하고싶었은데,정말 힘들었는데,극단 표현 완화
3171,존나살앙스러움,정말 사랑스러움,욕설 삭제
3172,샌님,조심스러운 사람,조롱 표현 완화
3173,시발로미,나쁜 사람이,욕설 삭제
3174,병신같은,서툰,비하 삭제
3175,다좆까씨발새끼들,정말 나쁜 사람들,욕설 전체 삭제
3176,지랄했는지,왜 그런 행동을 했는지,거친 표현 삭제
3177,씨발거, ,욕설 삭제
3178,졸라웃기다,정말 웃기다,속어 순화
3179,양반,사람,계층 차별 의미 완화
3180,싯팔, ,비속어 삭제
3181,병신들,서툰 사람들,낙인 표현 삭제
3182,꼰대짓,고집스러운 행동,비하 표현 순화
3183,아줌마라,성인 여성이라,중립적 표현
3184,개나리,아주,북한 말투·속어 순화
3185,신발색깔,신발 색깔,은어 오해 소지 제거
3186,조카의,조카의,중립
3187,18색, ,욕설 은어 삭제
3188,썅썅바, ,욕설 삭제
3189,죽여야지,혼내줘야지,폭력 표현 완화
3190,인격장애,성격적인 어려움,의학 낙인 완화
3191,모가지에,목에,폭력적 뉘앙스 완화
3192,쪽바리,일본인,민족 비하 삭제
3193,찐따라서못먹는다는게,부끄러워서 못 먹는다는 게,비하 표현 삭제
3194,존나말도안되는것같지만,정말 말도 안 되는 것 같지만,속어 삭제
3195,성격도그지같은애들은,성격이 까다로운 사람들은,비하 삭제
3196,요놈봐라,이 사람 봐라,부드럽게 순화
3197,바보로,서툰 사람으로,비하 표현 완화
3198,지랄해놓고,엉뚱한 짓 해놓고,욕설 삭제
3199,꿀벅지,튼튼한 다리,성적 대상화 제거
3200,떨군새끼,떨군 사람,모욕 표현 삭제
3201,찐따히키코모리같애,너무 소극적인 사람 같아,모욕 표현 삭제
3202,쌍욕이,심한 말이,비속 표현 완화
3203,좆같은지,왜 이렇게 불편한지,비속어 제거
3204,양아치새끼들이,예의 없는 사람들이,모욕 표현 삭제
3205,똘빡들이,생각이 짧은 사람들이,비하 표현 삭제
3206,없앤다고지랄이고,없앤다고 큰 소란을 피우고,비속 표현 완화
3207,목마른놈이,급한 사람이,비하 표현 삭제
3208,등신같긴한데,서툴긴 한데,모욕 표현 삭제
3209,투디씹덕색기들보단,2D를 좋아하는 사람들보다는,모욕·비속어 삭제
3210,한녀,한국 여성,비하적 표현 삭제
3211,온텍팸,온택트 모임,의미 명확화
3212,가부장부치,가부장적 분위기,표현 순화
3213,마조섭녀적,체념적인 모습,비하 표현 삭제
3214,좆홍인놈들,흑인 남성들,인종 비하·비속어 삭제
3215,백인우월주의에,백인을 우위로 보는 시각에,중립적 표현
3216,나새끼,나 자신,비속 표현 삭제
3217,개새기들,예의 없는 사람들,모욕·비속어 삭제
